flow_type,citizenship_code,citizenship_country,reporting_country_code,reporting_country,year,value
emigration,NEU28_FOR,Non-EU28 countries (2013-2020) nor reporting country,SK,Slovakia,2019,19.0
emigration,NEU28_FOR,Non-EU28 countries (2013-2020) nor reporting country,UK,United Kingdom,2015,89814.0
emigration,NEU28_FOR,Non-EU28 countries (2013-2020) nor reporting country,UK,United Kingdom,2016,89962.0
emigration,NEU28_FOR,Non-EU28 countries (2013-2020) nor reporting country,UK,United Kingdom,2017,86625.0
emigration,NEU28_FOR,Non-EU28 countries (2013-2020) nor reporting country,UK,United Kingdom,2018,92465.0
emigration,NEU28_FOR,Non-EU28 countries (2013-2020) nor reporting country,UK,United Kingdom,2019,82345.0
emigration,STLS,Stateless,AT,Austria,2015,46.0
emigration,STLS,Stateless,AT,Austria,2016,51.0
emigration,STLS,Stateless,AT,Austria,2017,85.0
emigration,STLS,Stateless,AT,Austria,2018,80.0
emigration,STLS,Stateless,AT,Austria,2019,62.0
emigration,STLS,Stateless,AT,Austria,2020,27.0
emigration,STLS,Stateless,AT,Austria,2021,25.0
emigration,STLS,Stateless,AT,Austria,2022,59.0
emigration,STLS,Stateless,AT,Austria,2023,73.0
emigration,STLS,Stateless,AT,Austria,2024,41.0
emigration,STLS,Stateless,BE,Belgium,2015,6.0
emigration,STLS,Stateless,BE,Belgium,2016,20.0
emigration,STLS,Stateless,BE,Belgium,2017,11.0
emigration,STLS,Stateless,BE,Belgium,2018,7.0
emigration,STLS,Stateless,BE,Belgium,2019,10.0
emigration,STLS,Stateless,BE,Belgium,2020,5.0
emigration,STLS,Stateless,BE,Belgium,2021,10.0
emigration,STLS,Stateless,BE,Belgium,2022,9.0
emigration,STLS,Stateless,BE,Belgium,2023,4.0
emigration,STLS,Stateless,BE,Belgium,2024,9.0
emigration,STLS,Stateless,BG,Bulgaria,2015,11.0
emigration,STLS,Stateless,BG,Bulgaria,2016,0.0
emigration,STLS,Stateless,BG,Bulgaria,2017,1.0
emigration,STLS,Stateless,BG,Bulgaria,2018,1.0
emigration,STLS,Stateless,BG,Bulgaria,2019,1.0
emigration,STLS,Stateless,BG,Bulgaria,2020,1.0
emigration,STLS,Stateless,BG,Bulgaria,2021,3.0
emigration,STLS,Stateless,BG,Bulgaria,2022,0.0
emigration,STLS,Stateless,BG,Bulgaria,2023,1.0
emigration,STLS,Stateless,BG,Bulgaria,2024,1.0
emigration,STLS,Stateless,CH,Switzerland,2015,0.0
emigration,STLS,Stateless,CH,Switzerland,2016,5.0
emigration,STLS,Stateless,CH,Switzerland,2017,1.0
emigration,STLS,Stateless,CH,Switzerland,2018,3.0
emigration,STLS,Stateless,CH,Switzerland,2019,1.0
emigration,STLS,Stateless,CH,Switzerland,2020,1.0
emigration,STLS,Stateless,CH,Switzerland,2021,2.0
emigration,STLS,Stateless,CH,Switzerland,2022,4.0
emigration,STLS,Stateless,CH,Switzerland,2023,2.0
emigration,STLS,Stateless,CH,Switzerland,2024,2.0
emigration,STLS,Stateless,CY,Cyprus,2015,0.0
emigration,STLS,Stateless,CY,Cyprus,2016,0.0
emigration,STLS,Stateless,CY,Cyprus,2017,0.0
emigration,STLS,Stateless,CY,Cyprus,2018,0.0
emigration,STLS,Stateless,CY,Cyprus,2019,0.0
emigration,STLS,Stateless,CY,Cyprus,2020,0.0
emigration,STLS,Stateless,CY,Cyprus,2021,0.0
emigration,STLS,Stateless,CY,Cyprus,2022,0.0
emigration,STLS,Stateless,CY,Cyprus,2023,0.0
emigration,STLS,Stateless,CY,Cyprus,2024,0.0
emigration,STLS,Stateless,CZ,Czechia,2015,0.0
emigration,STLS,Stateless,CZ,Czechia,2016,0.0
emigration,STLS,Stateless,CZ,Czechia,2017,0.0
emigration,STLS,Stateless,CZ,Czechia,2018,0.0
emigration,STLS,Stateless,CZ,Czechia,2019,0.0
emigration,STLS,Stateless,CZ,Czechia,2020,0.0
emigration,STLS,Stateless,CZ,Czechia,2021,3.0
emigration,STLS,Stateless,CZ,Czechia,2022,9.0
emigration,STLS,Stateless,CZ,Czechia,2023,8.0
emigration,STLS,Stateless,CZ,Czechia,2024,6.0
emigration,STLS,Stateless,DE,Germany,2015,151.0
emigration,STLS,Stateless,DE,Germany,2016,198.0
emigration,STLS,Stateless,DE,Germany,2017,268.0
emigration,STLS,Stateless,DE,Germany,2018,321.0
emigration,STLS,Stateless,DE,Germany,2019,282.0
emigration,STLS,Stateless,DE,Germany,2020,220.0
emigration,STLS,Stateless,DE,Germany,2021,221.0
emigration,STLS,Stateless,DE,Germany,2022,213.0
emigration,STLS,Stateless,DE,Germany,2023,369.0
emigration,STLS,Stateless,DE,Germany,2024,268.0
emigration,STLS,Stateless,DK,Denmark,2015,26.0
emigration,STLS,Stateless,DK,Denmark,2016,57.0
emigration,STLS,Stateless,DK,Denmark,2017,87.0
emigration,STLS,Stateless,DK,Denmark,2018,93.0
emigration,STLS,Stateless,DK,Denmark,2019,101.0
emigration,STLS,Stateless,DK,Denmark,2020,54.0
emigration,STLS,Stateless,DK,Denmark,2021,59.0
emigration,STLS,Stateless,DK,Denmark,2022,76.0
emigration,STLS,Stateless,DK,Denmark,2023,59.0
emigration,STLS,Stateless,DK,Denmark,2024,45.0
emigration,STLS,Stateless,EE,Estonia,2015,431.0
emigration,STLS,Stateless,EE,Estonia,2016,0.0
emigration,STLS,Stateless,EE,Estonia,2017,0.0
emigration,STLS,Stateless,EE,Estonia,2018,0.0
emigration,STLS,Stateless,EE,Estonia,2019,0.0
emigration,STLS,Stateless,EE,Estonia,2020,0.0
emigration,STLS,Stateless,EE,Estonia,2021,0.0
emigration,STLS,Stateless,EE,Estonia,2022,0.0
emigration,STLS,Stateless,EE,Estonia,2023,0.0
emigration,STLS,Stateless,EE,Estonia,2024,0.0
emigration,STLS,Stateless,EL,Greece,2015,0.0
emigration,STLS,Stateless,EL,Greece,2016,0.0
emigration,STLS,Stateless,EL,Greece,2017,0.0
emigration,STLS,Stateless,EL,Greece,2018,0.0
emigration,STLS,Stateless,EL,Greece,2019,0.0
emigration,STLS,Stateless,EL,Greece,2020,0.0
emigration,STLS,Stateless,EL,Greece,2021,0.0
emigration,STLS,Stateless,EL,Greece,2022,0.0
emigration,STLS,Stateless,EL,Greece,2023,0.0
emigration,STLS,Stateless,EL,Greece,2024,0.0
emigration,STLS,Stateless,ES,Spain,2015,14.0
emigration,STLS,Stateless,ES,Spain,2016,16.0
emigration,STLS,Stateless,ES,Spain,2017,44.0
emigration,STLS,Stateless,ES,Spain,2018,65.0
emigration,STLS,Stateless,ES,Spain,2019,54.0
emigration,STLS,Stateless,ES,Spain,2020,68.0
emigration,STLS,Stateless,ES,Spain,2021,282.0
emigration,STLS,Stateless,ES,Spain,2022,259.0
emigration,STLS,Stateless,ES,Spain,2023,338.0
emigration,STLS,Stateless,ES,Spain,2024,333.0
emigration,STLS,Stateless,FI,Finland,2015,7.0
emigration,STLS,Stateless,FI,Finland,2016,3.0
emigration,STLS,Stateless,FI,Finland,2017,11.0
emigration,STLS,Stateless,FI,Finland,2018,5.0
emigration,STLS,Stateless,FI,Finland,2019,2.0
emigration,STLS,Stateless,FI,Finland,2020,16.0
emigration,STLS,Stateless,FI,Finland,2021,3.0
emigration,STLS,Stateless,FI,Finland,2022,4.0
emigration,STLS,Stateless,FI,Finland,2023,0.0
emigration,STLS,Stateless,FI,Finland,2024,0.0
emigration,STLS,Stateless,FR,France,2015,0.0
emigration,STLS,Stateless,FR,France,2016,0.0
emigration,STLS,Stateless,FR,France,2017,0.0
emigration,STLS,Stateless,FR,France,2018,0.0
emigration,STLS,Stateless,FR,France,2019,0.0
emigration,STLS,Stateless,FR,France,2020,0.0
emigration,STLS,Stateless,FR,France,2021,0.0
emigration,STLS,Stateless,FR,France,2022,0.0
emigration,STLS,Stateless,FR,France,2023,0.0
emigration,STLS,Stateless,FR,France,2024,0.0
emigration,STLS,Stateless,HR,Croatia,2015,0.0
emigration,STLS,Stateless,HR,Croatia,2016,0.0
emigration,STLS,Stateless,HR,Croatia,2017,0.0
emigration,STLS,Stateless,HR,Croatia,2018,0.0
emigration,STLS,Stateless,HR,Croatia,2019,0.0
emigration,STLS,Stateless,HR,Croatia,2020,0.0
emigration,STLS,Stateless,HR,Croatia,2021,0.0
emigration,STLS,Stateless,HR,Croatia,2022,0.0
emigration,STLS,Stateless,HR,Croatia,2023,0.0
emigration,STLS,Stateless,HR,Croatia,2024,0.0
emigration,STLS,Stateless,HU,Hungary,2015,0.0
emigration,STLS,Stateless,HU,Hungary,2016,0.0
emigration,STLS,Stateless,HU,Hungary,2017,0.0
emigration,STLS,Stateless,HU,Hungary,2018,1.0
emigration,STLS,Stateless,HU,Hungary,2019,0.0
emigration,STLS,Stateless,HU,Hungary,2020,3.0
emigration,STLS,Stateless,HU,Hungary,2021,14.0
emigration,STLS,Stateless,HU,Hungary,2022,9.0
emigration,STLS,Stateless,HU,Hungary,2023,6.0
emigration,STLS,Stateless,HU,Hungary,2024,2.0
emigration,STLS,Stateless,IE,Ireland,2015,267.0
emigration,STLS,Stateless,IE,Ireland,2016,77.0
emigration,STLS,Stateless,IE,Ireland,2017,95.0
emigration,STLS,Stateless,IE,Ireland,2018,77.0
emigration,STLS,Stateless,IE,Ireland,2019,69.0
emigration,STLS,Stateless,IE,Ireland,2020,105.0
emigration,STLS,Stateless,IE,Ireland,2021,73.0
emigration,STLS,Stateless,IE,Ireland,2022,139.0
emigration,STLS,Stateless,IE,Ireland,2023,82.0
emigration,STLS,Stateless,IE,Ireland,2024,64.0
emigration,STLS,Stateless,IS,Iceland,2015,0.0
emigration,STLS,Stateless,IS,Iceland,2016,2.0
emigration,STLS,Stateless,IS,Iceland,2017,3.0
emigration,STLS,Stateless,IS,Iceland,2018,2.0
emigration,STLS,Stateless,IS,Iceland,2019,0.0
emigration,STLS,Stateless,IS,Iceland,2020,0.0
emigration,STLS,Stateless,IS,Iceland,2021,0.0
emigration,STLS,Stateless,IS,Iceland,2022,0.0
emigration,STLS,Stateless,IS,Iceland,2023,0.0
emigration,STLS,Stateless,IS,Iceland,2024,0.0
emigration,STLS,Stateless,IT,Italy,2015,8.0
emigration,STLS,Stateless,IT,Italy,2016,6.0
emigration,STLS,Stateless,IT,Italy,2017,2.0
emigration,STLS,Stateless,IT,Italy,2018,7.0
emigration,STLS,Stateless,IT,Italy,2019,5.0
emigration,STLS,Stateless,IT,Italy,2020,4.0
emigration,STLS,Stateless,IT,Italy,2021,19.0
emigration,STLS,Stateless,IT,Italy,2022,8.0
emigration,STLS,Stateless,IT,Italy,2023,4.0
emigration,STLS,Stateless,IT,Italy,2024,1.0
emigration,STLS,Stateless,LI,Liechtenstein,2015,0.0
emigration,STLS,Stateless,LI,Liechtenstein,2016,0.0
emigration,STLS,Stateless,LI,Liechtenstein,2017,0.0
emigration,STLS,Stateless,LI,Liechtenstein,2018,0.0
emigration,STLS,Stateless,LI,Liechtenstein,2019,0.0
emigration,STLS,Stateless,LI,Liechtenstein,2020,0.0
emigration,STLS,Stateless,LI,Liechtenstein,2021,0.0
emigration,STLS,Stateless,LI,Liechtenstein,2022,0.0
emigration,STLS,Stateless,LI,Liechtenstein,2023,0.0
emigration,STLS,Stateless,LI,Liechtenstein,2024,0.0
emigration,STLS,Stateless,LT,Lithuania,2015,36.0
emigration,STLS,Stateless,LT,Lithuania,2016,47.0
emigration,STLS,Stateless,LT,Lithuania,2017,48.0
emigration,STLS,Stateless,LT,Lithuania,2018,49.0
emigration,STLS,Stateless,LT,Lithuania,2019,58.0
emigration,STLS,Stateless,LT,Lithuania,2020,56.0
emigration,STLS,Stateless,LT,Lithuania,2021,35.0
emigration,STLS,Stateless,LT,Lithuania,2022,0.0
emigration,STLS,Stateless,LT,Lithuania,2023,16.0
emigration,STLS,Stateless,LT,Lithuania,2024,38.0
emigration,STLS,Stateless,LU,Luxembourg,2015,0.0
emigration,STLS,Stateless,LU,Luxembourg,2016,0.0
emigration,STLS,Stateless,LU,Luxembourg,2017,3.0
emigration,STLS,Stateless,LU,Luxembourg,2018,2.0
emigration,STLS,Stateless,LU,Luxembourg,2019,1.0
emigration,STLS,Stateless,LU,Luxembourg,2020,1.0
emigration,STLS,Stateless,LU,Luxembourg,2021,1.0
emigration,STLS,Stateless,LU,Luxembourg,2022,1.0
emigration,STLS,Stateless,LU,Luxembourg,2023,3.0
emigration,STLS,Stateless,LU,Luxembourg,2024,0.0
emigration,STLS,Stateless,LV,Latvia,2015,7.0
emigration,STLS,Stateless,LV,Latvia,2016,1.0
emigration,STLS,Stateless,LV,Latvia,2017,7.0
emigration,STLS,Stateless,LV,Latvia,2018,6.0
emigration,STLS,Stateless,LV,Latvia,2019,2.0
emigration,STLS,Stateless,LV,Latvia,2020,14.0
emigration,STLS,Stateless,LV,Latvia,2021,6.0
emigration,STLS,Stateless,LV,Latvia,2022,2.0
emigration,STLS,Stateless,LV,Latvia,2023,1.0
emigration,STLS,Stateless,LV,Latvia,2024,8.0
emigration,STLS,Stateless,MD,Moldova,2015,0.0
emigration,STLS,Stateless,MD,Moldova,2016,0.0
emigration,STLS,Stateless,MD,Moldova,2017,0.0
emigration,STLS,Stateless,MD,Moldova,2018,0.0
emigration,STLS,Stateless,MD,Moldova,2019,0.0
emigration,STLS,Stateless,MD,Moldova,2020,0.0
emigration,STLS,Stateless,MD,Moldova,2021,0.0
emigration,STLS,Stateless,MD,Moldova,2022,0.0
emigration,STLS,Stateless,MD,Moldova,2023,0.0
emigration,STLS,Stateless,MK,North Macedonia,2015,0.0
emigration,STLS,Stateless,MK,North Macedonia,2016,0.0
emigration,STLS,Stateless,MK,North Macedonia,2017,0.0
emigration,STLS,Stateless,MK,North Macedonia,2018,0.0
emigration,STLS,Stateless,MK,North Macedonia,2019,0.0
emigration,STLS,Stateless,MK,North Macedonia,2020,0.0
emigration,STLS,Stateless,MK,North Macedonia,2021,0.0
emigration,STLS,Stateless,MK,North Macedonia,2022,0.0
emigration,STLS,Stateless,MK,North Macedonia,2024,0.0
emigration,STLS,Stateless,MT,Malta,2015,0.0
emigration,STLS,Stateless,MT,Malta,2016,0.0
emigration,STLS,Stateless,MT,Malta,2017,0.0
emigration,STLS,Stateless,MT,Malta,2018,0.0
emigration,STLS,Stateless,MT,Malta,2019,0.0
emigration,STLS,Stateless,MT,Malta,2020,0.0
emigration,STLS,Stateless,MT,Malta,2021,0.0
emigration,STLS,Stateless,MT,Malta,2022,0.0
emigration,STLS,Stateless,MT,Malta,2023,0.0
emigration,STLS,Stateless,MT,Malta,2024,0.0
emigration,STLS,Stateless,NL,Netherlands,2015,51.0
emigration,STLS,Stateless,NL,Netherlands,2016,73.0
emigration,STLS,Stateless,NL,Netherlands,2017,108.0
emigration,STLS,Stateless,NL,Netherlands,2018,138.0
emigration,STLS,Stateless,NL,Netherlands,2019,61.0
emigration,STLS,Stateless,NL,Netherlands,2020,39.0
emigration,STLS,Stateless,NL,Netherlands,2021,52.0
emigration,STLS,Stateless,NL,Netherlands,2022,32.0
emigration,STLS,Stateless,NL,Netherlands,2023,23.0
emigration,STLS,Stateless,NL,Netherlands,2024,22.0
emigration,STLS,Stateless,NO,Norway,2015,19.0
emigration,STLS,Stateless,NO,Norway,2016,33.0
emigration,STLS,Stateless,NO,Norway,2017,17.0
emigration,STLS,Stateless,NO,Norway,2018,19.0
emigration,STLS,Stateless,NO,Norway,2019,39.0
emigration,STLS,Stateless,NO,Norway,2020,21.0
emigration,STLS,Stateless,NO,Norway,2021,32.0
emigration,STLS,Stateless,NO,Norway,2022,20.0
emigration,STLS,Stateless,NO,Norway,2023,26.0
emigration,STLS,Stateless,NO,Norway,2024,22.0
emigration,STLS,Stateless,PL,Poland,2015,18.0
emigration,STLS,Stateless,PL,Poland,2016,13.0
emigration,STLS,Stateless,PL,Poland,2017,65.0
emigration,STLS,Stateless,PL,Poland,2018,29.0
emigration,STLS,Stateless,PL,Poland,2019,29.0
emigration,STLS,Stateless,PL,Poland,2020,14.0
emigration,STLS,Stateless,PL,Poland,2021,24.0
emigration,STLS,Stateless,PL,Poland,2022,10.0
emigration,STLS,Stateless,PL,Poland,2023,12.0
emigration,STLS,Stateless,PL,Poland,2024,14.0
emigration,STLS,Stateless,PT,Portugal,2015,0.0
emigration,STLS,Stateless,PT,Portugal,2016,0.0
emigration,STLS,Stateless,PT,Portugal,2017,0.0
emigration,STLS,Stateless,PT,Portugal,2018,0.0
emigration,STLS,Stateless,PT,Portugal,2019,0.0
emigration,STLS,Stateless,PT,Portugal,2020,0.0
emigration,STLS,Stateless,PT,Portugal,2021,0.0
emigration,STLS,Stateless,PT,Portugal,2022,0.0
emigration,STLS,Stateless,PT,Portugal,2023,0.0
emigration,STLS,Stateless,PT,Portugal,2024,0.0
emigration,STLS,Stateless,RO,Romania,2015,0.0
emigration,STLS,Stateless,RO,Romania,2016,0.0
emigration,STLS,Stateless,RO,Romania,2017,0.0
emigration,STLS,Stateless,RO,Romania,2018,0.0
emigration,STLS,Stateless,RO,Romania,2019,0.0
emigration,STLS,Stateless,RO,Romania,2020,97.0
emigration,STLS,Stateless,RO,Romania,2021,0.0
emigration,STLS,Stateless,RO,Romania,2022,0.0
emigration,STLS,Stateless,RO,Romania,2023,0.0
emigration,STLS,Stateless,RO,Romania,2024,17.0
emigration,STLS,Stateless,SE,Sweden,2015,110.0
emigration,STLS,Stateless,SE,Sweden,2016,83.0
emigration,STLS,Stateless,SE,Sweden,2017,64.0
emigration,STLS,Stateless,SE,Sweden,2018,76.0
emigration,STLS,Stateless,SE,Sweden,2019,77.0
emigration,STLS,Stateless,SE,Sweden,2020,88.0
emigration,STLS,Stateless,SE,Sweden,2021,84.0
emigration,STLS,Stateless,SE,Sweden,2022,74.0
emigration,STLS,Stateless,SE,Sweden,2023,158.0
emigration,STLS,Stateless,SE,Sweden,2024,243.0
emigration,STLS,Stateless,SI,Slovenia,2015,0.0
emigration,STLS,Stateless,SI,Slovenia,2016,0.0
emigration,STLS,Stateless,SI,Slovenia,2017,0.0
emigration,STLS,Stateless,SI,Slovenia,2018,0.0
emigration,STLS,Stateless,SI,Slovenia,2019,0.0
emigration,STLS,Stateless,SI,Slovenia,2020,0.0
emigration,STLS,Stateless,SI,Slovenia,2021,0.0
emigration,STLS,Stateless,SI,Slovenia,2022,0.0
emigration,STLS,Stateless,SI,Slovenia,2023,0.0
emigration,STLS,Stateless,SI,Slovenia,2024,0.0
emigration,STLS,Stateless,SK,Slovakia,2015,0.0
emigration,STLS,Stateless,SK,Slovakia,2016,0.0
emigration,STLS,Stateless,SK,Slovakia,2017,0.0
emigration,STLS,Stateless,SK,Slovakia,2018,0.0
emigration,STLS,Stateless,SK,Slovakia,2019,0.0
emigration,STLS,Stateless,SK,Slovakia,2020,0.0
emigration,STLS,Stateless,SK,Slovakia,2021,0.0
emigration,STLS,Stateless,SK,Slovakia,2022,0.0
emigration,STLS,Stateless,SK,Slovakia,2023,0.0
emigration,STLS,Stateless,SK,Slovakia,2024,0.0
emigration,STLS,Stateless,UA,Ukraine,2020,58.0
emigration,STLS,Stateless,UA,Ukraine,2021,41.0
emigration,STLS,Stateless,UK,United Kingdom,2015,0.0
emigration,STLS,Stateless,UK,United Kingdom,2016,0.0
emigration,STLS,Stateless,UK,United Kingdom,2017,0.0
emigration,STLS,Stateless,UK,United Kingdom,2018,0.0
emigration,STLS,Stateless,UK,United Kingdom,2019,0.0
emigration,TOTAL,Total,AT,Austria,2015,56689.0
emigration,TOTAL,Total,AT,Austria,2016,64428.0
emigration,TOTAL,Total,AT,Austria,2017,66144.0
emigration,TOTAL,Total,AT,Austria,2018,67212.0
emigration,TOTAL,Total,AT,Austria,2019,68280.0
emigration,TOTAL,Total,AT,Austria,2020,62581.0
emigration,TOTAL,Total,AT,Austria,2021,67299.0
emigration,TOTAL,Total,AT,Austria,2022,74271.0
emigration,TOTAL,Total,AT,Austria,2023,74036.0
emigration,TOTAL,Total,AT,Austria,2024,81477.0
emigration,TOTAL,Total,BE,Belgium,2015,89794.0
emigration,TOTAL,Total,BE,Belgium,2016,92471.0
emigration,TOTAL,Total,BE,Belgium,2017,89690.0
emigration,TOTAL,Total,BE,Belgium,2018,88935.0
emigration,TOTAL,Total,BE,Belgium,2019,102936.0
emigration,TOTAL,Total,BE,Belgium,2020,76562.0
emigration,TOTAL,Total,BE,Belgium,2021,87272.0
emigration,TOTAL,Total,BE,Belgium,2022,84627.0
emigration,TOTAL,Total,BE,Belgium,2023,96071.0
emigration,TOTAL,Total,BE,Belgium,2024,100100.0
emigration,TOTAL,Total,BG,Bulgaria,2015,29470.0
emigration,TOTAL,Total,BG,Bulgaria,2016,30570.0
emigration,TOTAL,Total,BG,Bulgaria,2017,31586.0
emigration,TOTAL,Total,BG,Bulgaria,2018,33225.0
emigration,TOTAL,Total,BG,Bulgaria,2019,39941.0
emigration,TOTAL,Total,BG,Bulgaria,2020,6649.0
emigration,TOTAL,Total,BG,Bulgaria,2021,26755.0
emigration,TOTAL,Total,BG,Bulgaria,2022,13175.0
emigration,TOTAL,Total,BG,Bulgaria,2023,15227.0
emigration,TOTAL,Total,BG,Bulgaria,2024,13002.0
emigration,TOTAL,Total,CH,Switzerland,2015,116631.0
emigration,TOTAL,Total,CH,Switzerland,2016,120653.0
emigration,TOTAL,Total,CH,Switzerland,2017,124997.0
emigration,TOTAL,Total,CH,Switzerland,2018,130225.0
emigration,TOTAL,Total,CH,Switzerland,2019,126221.0
emigration,TOTAL,Total,CH,Switzerland,2020,109376.0
emigration,TOTAL,Total,CH,Switzerland,2021,116769.0
emigration,TOTAL,Total,CH,Switzerland,2022,122123.0
emigration,TOTAL,Total,CH,Switzerland,2023,123963.0
emigration,TOTAL,Total,CH,Switzerland,2024,129786.0
emigration,TOTAL,Total,CY,Cyprus,2015,15733.0
emigration,TOTAL,Total,CY,Cyprus,2016,16445.0
emigration,TOTAL,Total,CY,Cyprus,2017,16931.0
emigration,TOTAL,Total,CY,Cyprus,2018,17562.0
emigration,TOTAL,Total,CY,Cyprus,2019,18598.0
emigration,TOTAL,Total,CY,Cyprus,2020,14200.0
emigration,TOTAL,Total,CY,Cyprus,2021,13244.0
emigration,TOTAL,Total,CY,Cyprus,2022,21118.0
emigration,TOTAL,Total,CY,Cyprus,2023,26979.0
emigration,TOTAL,Total,CY,Cyprus,2024,26883.0
emigration,TOTAL,Total,CZ,Czechia,2015,25684.0
emigration,TOTAL,Total,CZ,Czechia,2016,38864.0
emigration,TOTAL,Total,CZ,Czechia,2017,27316.0
emigration,TOTAL,Total,CZ,Czechia,2018,26742.0
emigration,TOTAL,Total,CZ,Czechia,2019,77798.0
emigration,TOTAL,Total,CZ,Czechia,2020,35854.0
emigration,TOTAL,Total,CZ,Czechia,2021,18630.0
emigration,TOTAL,Total,CZ,Czechia,2022,31764.0
emigration,TOTAL,Total,CZ,Czechia,2023,53639.0
emigration,TOTAL,Total,CZ,Czechia,2024,88379.0
emigration,TOTAL,Total,DE,Germany,2015,321915.0
emigration,TOTAL,Total,DE,Germany,2016,513227.0
emigration,TOTAL,Total,DE,Germany,2017,516505.0
emigration,TOTAL,Total,DE,Germany,2018,475582.0
emigration,TOTAL,Total,DE,Germany,2019,496613.0
emigration,TOTAL,Total,DE,Germany,2020,404026.0
emigration,TOTAL,Total,DE,Germany,2021,458574.0
emigration,TOTAL,Total,DE,Germany,2022,452713.0
emigration,TOTAL,Total,DE,Germany,2023,580499.0
emigration,TOTAL,Total,DE,Germany,2024,584230.0
emigration,TOTAL,Total,DK,Denmark,2015,44625.0
emigration,TOTAL,Total,DK,Denmark,2016,52654.0
emigration,TOTAL,Total,DK,Denmark,2017,56403.0
emigration,TOTAL,Total,DK,Denmark,2018,60381.0
emigration,TOTAL,Total,DK,Denmark,2019,66520.0
emigration,TOTAL,Total,DK,Denmark,2020,53822.0
emigration,TOTAL,Total,DK,Denmark,2021,44008.0
emigration,TOTAL,Total,DK,Denmark,2022,62927.0
emigration,TOTAL,Total,DK,Denmark,2023,68172.0
emigration,TOTAL,Total,DK,Denmark,2024,69467.0
emigration,TOTAL,Total,EE,Estonia,2015,13003.0
emigration,TOTAL,Total,EE,Estonia,2016,13792.0
emigration,TOTAL,Total,EE,Estonia,2017,12358.0
emigration,TOTAL,Total,EE,Estonia,2018,10476.0
emigration,TOTAL,Total,EE,Estonia,2019,12801.0
emigration,TOTAL,Total,EE,Estonia,2020,12427.0
emigration,TOTAL,Total,EE,Estonia,2021,12481.0
emigration,TOTAL,Total,EE,Estonia,2022,9657.0
emigration,TOTAL,Total,EE,Estonia,2023,12543.0
emigration,TOTAL,Total,EE,Estonia,2024,17260.0
emigration,TOTAL,Total,EL,Greece,2015,118218.0
emigration,TOTAL,Total,EL,Greece,2016,119409.0
emigration,TOTAL,Total,EL,Greece,2017,117123.0
emigration,TOTAL,Total,EL,Greece,2018,118545.0
emigration,TOTAL,Total,EL,Greece,2019,111603.0
emigration,TOTAL,Total,EL,Greece,2020,95439.0
emigration,TOTAL,Total,EL,Greece,2021,92775.0
emigration,TOTAL,Total,EL,Greece,2022,91137.0
emigration,TOTAL,Total,EL,Greece,2023,86775.0
emigration,TOTAL,Total,EL,Greece,2024,78014.0
emigration,TOTAL,Total,ES,Spain,2015,343875.0
emigration,TOTAL,Total,ES,Spain,2016,327325.0
emigration,TOTAL,Total,ES,Spain,2017,368860.0
emigration,TOTAL,Total,ES,Spain,2018,309526.0
emigration,TOTAL,Total,ES,Spain,2019,296248.0
emigration,TOTAL,Total,ES,Spain,2020,248561.0
emigration,TOTAL,Total,ES,Spain,2021,696866.0
emigration,TOTAL,Total,ES,Spain,2022,531889.0
emigration,TOTAL,Total,ES,Spain,2023,608695.0
emigration,TOTAL,Total,ES,Spain,2024,662294.0
emigration,TOTAL,Total,FI,Finland,2015,16305.0
emigration,TOTAL,Total,FI,Finland,2016,18082.0
emigration,TOTAL,Total,FI,Finland,2017,16973.0
emigration,TOTAL,Total,FI,Finland,2018,19141.0
emigration,TOTAL,Total,FI,Finland,2019,17263.0
emigration,TOTAL,Total,FI,Finland,2020,15084.0
emigration,TOTAL,Total,FI,Finland,2021,13459.0
emigration,TOTAL,Total,FI,Finland,2022,15635.0
emigration,TOTAL,Total,FI,Finland,2023,15322.0
emigration,TOTAL,Total,FI,Finland,2024,16914.0
emigration,TOTAL,Total,FR,France,2015,324517.0
emigration,TOTAL,Total,FR,France,2016,313622.0
emigration,TOTAL,Total,FR,France,2017,215470.0
emigration,TOTAL,Total,FR,France,2018,188740.0
emigration,TOTAL,Total,FR,France,2019,259143.0
emigration,TOTAL,Total,FR,France,2020,191893.0
emigration,TOTAL,Total,FR,France,2021,147051.0
emigration,TOTAL,Total,FR,France,2022,279833.0
emigration,TOTAL,Total,FR,France,2023,266368.0
emigration,TOTAL,Total,FR,France,2024,263233.0
emigration,TOTAL,Total,HR,Croatia,2015,29651.0
emigration,TOTAL,Total,HR,Croatia,2016,36436.0
emigration,TOTAL,Total,HR,Croatia,2017,47352.0
emigration,TOTAL,Total,HR,Croatia,2018,39515.0
emigration,TOTAL,Total,HR,Croatia,2019,40148.0
emigration,TOTAL,Total,HR,Croatia,2020,34046.0
emigration,TOTAL,Total,HR,Croatia,2021,40424.0
emigration,TOTAL,Total,HR,Croatia,2022,46287.0
emigration,TOTAL,Total,HR,Croatia,2023,39218.0
emigration,TOTAL,Total,HR,Croatia,2024,38997.0
emigration,TOTAL,Total,HU,Hungary,2015,43225.0
emigration,TOTAL,Total,HU,Hungary,2016,39889.0
emigration,TOTAL,Total,HU,Hungary,2017,39829.0
emigration,TOTAL,Total,HU,Hungary,2018,48178.0
emigration,TOTAL,Total,HU,Hungary,2019,49795.0
emigration,TOTAL,Total,HU,Hungary,2020,67364.0
